Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,17030465539.390615,17275940449.383743,19231747851.533188,23287712878.20023,20963733694.974895,22465522884.098793,28283323733.11135,31086389194.96098,33930457425.261284,37171640818.58632,42327664793.69339,48869830901.78776,58434858374.8696,83592275862.9982,109794519727.53831,129203555238.82715,153168949208.2069,176344101401.94095,200278646123.5813,221338204480.22247,237393489892.63696,258015174748.64758,271314113768.41696,189656506321.4308,188339974086.58005,210879844638.87735,256480852471.12866,283056836893.83826,307881930752.26764,412990820287.4201,464989098144.8545,342534090909.09094,328191909882.2324,368292034380.95984,525369467295.7375,769333050986.9048,850426432991.7421,883206179730.4618,863710759256.4348,599642024319.5311,655448231983.5271,559983634798.9812,509795273806.7151,558233745651.8737,669289424806.307,891633839853.1047,1107626541710.7407,1397114486471.384,1695855083552.0544,1666996438681.463,2208837745214.2334,2616156223977.466,2465227803011.568,2472819535742.7266,2456043727198.8545,1802212206904.6777,1795693482652.5151,2063514977334.3206,1916933898038.3572,1873288205186.4495,1476107231194.106,1670647399034.6658,1951923942083.3196,2173665655937.2737,
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,80021846.91204008,85363759.30503328,88782583.42321514,99893761.22397429,99252731.41014925,105021996.81791519,113195122.71502829,125553996.63632435,125733668.5,141393142.0,166210203.0,186826488.654583,213725248.88549188,260767889.18741712,311804643.4212578,402178605.01955354,435911268.5896796,495097667.9290412,552883707.0551385,670362452.1453787,1012280614.5279174,1114204743.2009149,1163923830.3584747,1236016506.7369363,1346890071.0982947,1409536120.91682,1547755183.2148364,1704370307.7611496,1812757917.76463,2006165166.8075376,2012131457.2664447,2020583702.0832298,1957000000.0,2063342117.0387313,2151344901.307612,2216974096.3555913,2363645403.470392,2498384129.6673794,2817083478.3473377,2951822204.544325,3059500000.0,3054500000.0,3106500000.0,3209500000.0,3444500000.0,3819500000.0,4217323400.0,4675767950.0,4790410400.0,4466809600.0,5191188500.0,5342183800.0,5271257500.0,5361158350.0,5365976700.0,5288057750.0,5330761500.0,5517340450.0,5629916200.0,5788288000.0,5168344450.0,5275242050.0,6257303500.0,6720733200.0,
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,114039500.59126753,132757528.04437447,139029537.2433213,160818235.86674595,161210236.4416801,179078929.315763,197525767.79173467,270822782.02667373,433095526.6861359,2319576214.213287,2496420257.5404162,3054765590.2921352,3681242528.324944,4100423673.587595,6044367628.28515,10795432293.611925,9367218664.310936,8932198185.728764,7927590750.395021,7632788075.162101,6967623884.423427,4190280002.6738105,4918010080.030465,4535130304.710958,4983622880.99938,6039881086.681566,6284497300.384011,6327966444.874881,6203339925.053488,6467782521.316028,7700144056.7474375,7663377277.003506,7793034389.750983,5550846024.98159,6309070374.839657,6570999059.705748,6096155747.561817,6333082878.979921,7167725264.7513485,8619178799.47025,10547202612.429548,12644616446.191816,13432029495.678463,15926456491.517796,11912904529.072184,13707121031.255238,18524791070.680244,19048443339.945675,18094148099.492233,17097797371.971764,12930296852.488197,11400266055.323244,12128168046.782692,13566908401.186434,13469235348.22107,12005799664.269123,14006496614.319468,16681536442.549797,15128292980.863836,
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,61812113.06666667,66289450.32529864,70139866.80831362,78900289.31654826,92901784.49869734,86820762.49311715,88461262.77884735,97884433.8024868,94086227.60849717,105377995.2007134,128669200.91645052,139174178.09018928,141439317.39927056,156704289.91361237,160423493.9361939,163288815.36129358,191218115.4884852,242742766.3464877,272298066.5560448,264798626.17484823,287765007.1128632,240294286.0159245,240233531.16046432,225973692.83710003,258954708.04853308,290490983.81577843,303408345.62007755,352229076.70762706,363458380.90334153,399311199.5077601,460733418.3992761,496110225.71030724,559345263.7083086,651935430.314445,735348490.4284352,860391000.2216555,942879878.5388786,1255767964.004914,1317517834.5991557,1331343797.773081,1708880730.8727052,1977728659.2562099,1973387228.0392401,1943696951.766127,2089079570.6754606,2187815803.829218,2357504760.597499,2591358009.797921,2583335721.206249,2735683570.2885056,2457604334.159146,2768802959.6079373,2898227743.1354527,,
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30411413.655282825,32902612.866485514,35644956.64304291,38091842.8546863,41616347.79068649,45788696.33439149,51465655.39210832,58642354.08967297,66248441.418246634,77361546.50675365,96243233.66098373,127448613.50506146,164460914.97720063,244124164.04221785,306044207.5302034,355168571.5367514,372025093.0062732,451624780.27459735,590407374.4471157,819870258.7830534,1060889703.7537392,1073812830.3005242,1014945695.7192708,1172230396.5809908,1240822167.4357061,1114783342.7153945,1392602163.538292,1965226890.0455704,2644554158.7279363,3083822112.020233,3790636324.447746,3942876703.451844,4146464586.616739,4160129174.7056947,4259259604.156229,4730599121.927042,4847757217.758154,5020265626.664892,4790481509.176786,5484263346.881052,5788329609.157553,5489608299.664453,5438863982.886922,7511582173.377239,8957467706.535404,9918907108.097015,9919158482.410852,10567270655.502705,10730829116.410507,10118459242.318321,12637273429.133932,15110643612.17291,13907464500.148876,14271738933.204172,15470088500.74136,13530748844.504961,15082637184.04962,16105155856.770824,17031943186.13526,16725908148.548136,14960291105.931597,18750946600.142254,20321958850.03632,19396084498.008404,
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112155598.49215747,123134583.46355903,124482773.83305976,129379123.76305042,142025078.73575366,150574795.40986323,157930018.0910871,163820513.56243202,191767441.6045771,188039210.13037923,189106529.20701113,201450799.82635018,230317883.36442974,271183082.04306173,281398705.57059574,378660016.2659364,451152461.3127605,507298147.5265393,610578631.9929826,700764747.7564625,797048198.5348748,694803622.8989656,748312390.7566056,658679332.6813309,637820670.2996036,864849836.286193,1122265013.4200428,1200991977.8080113,1264899287.5126107,1233930280.917237,1440711459.1696668,1377374986.5870886,1411917553.1243598,1278781261.5592825,851174356.7817373,1115389673.6919692,1007791127.0991323,937741513.0153515,967338389.6505778,999477510.6866324,916777282.6916586,932648604.7519541,996068144.8848892,1142315522.538636,1272360517.3237343,1337894378.737431,1461859762.3345907,1699811294.9493458,1993407888.4983778,2067381665.2545447,2142591540.4006848,2437982705.120927,2510126512.2283134,1691544110.1854331,1894813389.403252,1695825714.1928205,1825018144.6559532,2072349972.6817954,2220979146.1124053,2221301351.439182,2326720900.380474,2516498412.463837,2382618615.016939,2555492085.2483063,
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40563768946.95027,41038192837.90354,42336211555.8268,45140337826.986855,49503663836.3665,54649410478.52257,61252415404.686035,65856924423.97209,72048833006.16019,79405011124.82079,88192257632.30931,99606454743.51357,113463848873.6236,131764343565.64342,160949188139.0593,174419757176.5631,207271612576.0649,212325176304.65448,219369542386.25406,243891124295.71454,274776566028.05338,307246642755.8595,314647807408.6083,341866277182.7329,356718400123.5426,366186012449.65216,379006836991.72363,433134238310.70886,509380027626.554,567211993243.2433,596075591360.9873,612527712315.615,594387358318.8549,579053561739.4,579944346807.2643,605961090061.2067,630607994132.7466,654986999855.554,634000000000.0,678412196271.118,744773415931.587,738981792355.372,760649334098.0055,895540646634.787,1026690238278.2476,1173108598778.6763,1319264809590.9731,1468820407783.2603,1552989690721.6497,1374625142157.2915,1617343367486.2585,1793326630174.5186,1828366481521.5952,1846597421834.9834,1805749878439.9412,1556508816217.1401,1527994741907.425,1649265644244.095,1725329192783.024,1743725183672.5212,1655684730000.1936,2007472181464.1519,2161483369422.0146,2142470914401.357,
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272002770512.83423,250082429353.19055,256806975763.7472,270242361274.9016,308521665541.4563,394610461625.5291,417343085845.1146,411041470567.888,449765848036.3206,435931046765.36914,429355161034.99,469451337133.57294,528497215430.66,634385728023.2104,763595926995.9888,885828738649.2163,1001432946965.2743,1264330342660.2603,1530368085942.5015,1289527007159.988,1319798753333.6958,1458455207230.3445,1362237950388.9287,1420299797737.5737,1467438523591.8691,1297123697168.523,1321226675267.4446,1467424389927.9158,1657633874968.7925,1685123570509.0793,1678756939339.6582,1926804401016.0186,1955925827813.5059,2267760561102.276,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,10412232620.525839,11713348834.306866,12989649694.281164,14283872299.045553,15833133857.628052,16780226225.084959,18019402373.538822,19397044714.096264,20712102793.802624,22442043274.07404,24998066773.382114,30040171750.64709,36844318854.2403,49550006319.51466,57103011445.641594,65466081819.238365,68476524643.94303,73135771167.04805,102280472035.79417,114970094424.73085,122557843886.13715,112244805518.78627,115043365512.48584,114634358534.61008,109455312167.51076,110980314191.52658,159089921062.87177,199236370037.55365,215540625298.98175,208105846934.4092,265763573999.42413,268901693863.3194,279921425828.47394,272237527070.9258,301375055202.16425,352835806342.4947,340103959546.9256,294788198856.1979,303459014346.80646,297873643323.1261,279216033870.2037,286582672434.22614,309301422430.3862,362075086507.7597,403912891033.37354,418284865884.99835,441634672196.5226,490740715594.80176,567267767519.158,554212916092.2709,598851028906.5803,715888126682.3959,686420221557.9899,706234937370.9675,726537808338.0005,694118186379.6278,687895460902.7133,695200833086.4989,725568717468.0009,721369112726.7239,741999406005.6272,813408787222.4987,818426550206.4498,884940402230.4088,
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677376.614773,6262740656.851643,6439703434.710243,6232906290.485102,6663669064.748201,7332244897.959183,8553643354.082753,8827272727.272726,9676172953.081877,11514605842.336935,,9100755659.57526,8902070446.190065,9649313947.21684,9455340154.1218,9594160920.261871,10528493035.476994,10109968846.952436,9169278192.531244,9170079925.789858,10026153344.819622,10032440928.348825,9439810775.67214,11157002972.582863,11308300346.372488,12507927144.134245,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4109999999.9999995,4829238095.238095,5631285444.234405,5591307028.360049,5964195925.4443,6108679125.752296,7162633082.316282,7057478295.185478,7192102966.841187,8359596194.012531,9144112431.282143,10876091407.977724,11833904487.64099,16826390943.859747,16209693232.078217,7621570062.175982,10338624019.441456,13965595122.324732,15992038535.204554,21806136345.50743,29036709871.794872,34509878043.589745,19529291464.72743,20362016672.277973,19671768024.458138,17717662227.80357,18897110625.524246,22250729666.793674,26042571615.59869,29936735491.442673,33137824762.017254,37846188228.270164,45949608551.80856,49287378599.161156,56998601183.54916,73444831671.01689,78584098982.90967,85741415285.4035,81990010703.84299,75578685735.52188,78339750721.73518,71574739561.43288,70264045939.13216,76492579644.06053,99075985773.176,122294145162.83487,153843518171.4301,172491076033.86267,179894594475.97992,171777900623.17734,217051209240.29752,251382573885.5944,267024782480.28046,277395018837.36597,259560978231.5518,242450355827.82703,249344863933.46103,276154259987.10345,295857562991.70905,278285058719.4661,254042159309.31055,315515014838.5395,302116539409.02985,335533331669.2191,
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716249310.97416,50056685957.35899,47209186415.35554,50706614526.14723,59708125203.86431,70436008642.42514,76720005491.89641,72881364882.49088,70846276051.47272,79705614854.76736,92602634891.65894,99800593790.98865,113689308020.34328,138543170458.06406,144188970821.072,163429530659.63803,153939265947.7752,174935933078.6625,149540752829.26828,178280594413.0435,191149211575.0,195866382432.53967,205089699858.7786,230686747153.2567,259946510957.14288,309488028132.6531,300758100107.24634,272972974764.574,312353631207.8189,347768051311.74084,360857912565.9656,383373318083.62366,426915712715.8556,444731282435.51544,564321854521.0131,734484834573.582,863749314718.5378,961601980984.6226,1029060747620.6549,1094003874937.3358,1211331651866.086,1339400897105.11,1470557654799.9465,1660280543846.7896,1955346768721.3936,2285961149879.8496,2752118657184.015,3550327802998.397,4594336785737.672,5101691124285.214,6087191746679.489,7551545703440.755,8532185381680.593,9570471111831.676,10475624944355.225,11061572618578.693,11233313730348.719,12310491333980.889,13894907857880.576,14279968506271.727,14687744162801.033,17820459508852.184,17881782683707.285,17794783039551.957,
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203559.3443607,618245634.1798309,645284473.7336911,761047198.0296532,921063326.5899183,919771228.8160951,1024102880.058619,1082922724.8718865,1281281276.7235703,1361360293.4266486,1455482795.406913,1584128509.4687285,1849400401.6472368,2508421426.1757154,3070152309.2190304,3893839190.268061,4662053824.83955,6265068189.377822,7900526298.319929,9142933966.794653,10175617609.096157,8432589942.39434,7567110848.922282,6838184772.520635,6841639246.8996,6977650643.9948845,9158302099.579567,10087654464.81683,10255169805.799646,9757410644.667898,10795850582.778996,10492628580.748444,11152971273.938326,11045760288.120558,8313557510.1475725,11000146266.513521,18071152830.61015,18047558037.70358,19619654755.67897,18870992455.567986,16577533891.878548,16810537043.840742,18054383320.847363,21251754340.430542,23510575681.368645,24036918703.174747,25281413263.371223,28760090953.30806,34078240293.255936,33886813250.203587,34936307980.063034,36693710801.397644,36302302877.297745,42760235484.609314,48843005613.70906,45815005169.26511,48407761036.82379,52512343996.68996,58522477786.68885,60382894697.35568,63027852805.42045,72794636653.77934,70173140101.43147,78875489245.05385,
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206068.4972658,652777608.3204924,694247864.3788999,718320845.0443375,776650176.9044532,814083265.5114259,851112534.5526356,936175260.0309191,1046191217.7994169,1100551488.6268868,1151216992.8809454,1236941394.114466,1498251889.6628742,1901393361.0228183,2157415532.5479603,2857037371.058858,2898090001.8562007,3394664024.055029,4662852583.132564,5919002982.601996,6674569046.683197,6610938616.664299,6611255963.835844,6870200009.900646,7311938026.367127,8544810497.988902,11857056199.076525,13049659981.137337,12236057362.491734,11012566195.02554,12314482627.84536,11840192296.38931,12071775335.04334,16181814712.529512,8902446252.183718,10864772470.904276,11093538846.448252,10789458432.641554,11298144990.410444,11565826464.892147,10566579294.983051,10953485349.113462,12417251350.488163,15970315034.990343,18826214135.641937,19509852206.93408,20910512974.933037,23928250433.037815,27715142032.912952,27932970317.129013,27507501821.029606,30630910495.21702,30155062329.282063,33728621180.323067,36386544706.08061,32210233020.456917,33814337044.376472,36098547033.16547,39955552189.79499,39667757527.65778,40773241177.05051,45011937346.83839,44347206072.55133,49279410982.825966,
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404117.647059,3086746857.142857,3779841428.571429,6213185742.574258,2881545272.727273,4043901818.1818185,4532660181.818182,3384063371.7579155,3909780538.922156,5032434970.05988,4877684910.179642,5594770359.281438,6173712814.371257,7870239461.077845,9596960179.64072,10237343173.652695,9648583224.992123,12344424763.57268,15372608002.392328,15068422236.366274,14394927494.8647,12537821038.220222,13651667371.167646,11006712650.448143,7857729193.203425,7195042616.0071,8095367168.217689,7661625472.57705,8861299976.741575,9021862775.181116,9349764580.411734,9087965281.52726,8206227134.008573,10707792340.02764,5820383305.54668,5643439376.104914,5771454939.624041,6090840548.187839,6217806273.310819,4711259427.272727,19088046305.7971,7438189100.333333,8728038525.140335,8937567059.877542,10297483481.223013,11964484465.938799,14451901696.38783,16737071816.379993,19788515590.128376,18648372553.09207,21565721044.846207,25839749199.367085,29306235285.259663,32679745048.44273,35909040925.93747,37917706497.17928,37134801555.33219,38019264794.82634,47568210009.81716,51775829877.20882,48716961860.13249,55328482783.539345,65801547619.58147,66383287002.986664,
